word	format	onset	duration
+		0	10
Wood		10.0	0.5
reached		10.5	0.5
into		11.0	0.5
the		11.5	0.5
crate		12.0	0.5
and		12.5	0.5
took		13.0	0.5
out		13.5	0.5
the		14.0	0.5
fourth		14.5	0.5
and		15.0	0.5
last		15.5	0.5
ball.		16.0	0.5
Compared		16.5	0.5
with		17.0	0.5
the		17.5	0.5
Quaffle		18.0	0.5
and		18.5	0.5
the		19.0	0.5
Bludgers,		19.5	0.5
it		20.0	0.5
was		20.5	0.5
tiny,		21.0	0.5
about		21.5	0.5
the		22.0	0.5
size		22.5	0.5
of		23.0	0.5
a		23.5	0.5
large		24.0	0.5
walnut.		24.5	0.5
It		25.0	0.5
was		25.5	0.5
bright		26.0	0.5
gold		26.5	0.5
and		27.0	0.5
had		27.5	0.5
little		28.0	0.5
fluttering		28.5	0.5
silver		29.0	0.5
wings.		29.5	0.5
+		30.0	0.5
"""This,"""	italic	30.5	0.5
said		31.0	0.5
Wood,		31.5	0.5
"""is"		32.0	0.5
the		32.5	0.5
Golden		33.0	0.5
Snitch,		33.5	0.5
and		34.0	0.5
it's		34.5	0.5
the		35.0	0.5
most		35.5	0.5
important		36.0	0.5
ball		36.5	0.5
of		37.0	0.5
the		37.5	0.5
lot.		38.0	0.5
It's		38.5	0.5
very		39.0	0.5
hard		39.5	0.5
to		40.0	0.5
catch		40.5	0.5
because		41.0	0.5
it's		41.5	0.5
so		42.0	0.5
fast		42.5	0.5
and		43.0	0.5
difficult		43.5	0.5
to		44.0	0.5
see.		44.5	0.5
It's		45.0	0.5
the		45.5	0.5
Seeker's		46.0	0.5
job		46.5	0.5
to		47.0	0.5
catch		47.5	0.5
it.		48.0	0.5
You've		48.5	0.5
got		49.0	0.5
to		49.5	0.5
weave		50.0	0.5
in		50.5	0.5
and		51.0	0.5
out		51.5	0.5
of		52.0	0.5
the		52.5	0.5
Chasers,		53.0	0.5
Beaters,		53.5	0.5
Bludgers,		54.0	0.5
and		54.5	0.5
Quaffle		55.0	0.5
to		55.5	0.5
get		56.0	0.5
it		56.5	0.5
before		57.0	0.5
the		57.5	0.5
other		58.0	0.5
team's		58.5	0.5
Seeker,		59.0	0.5
because		59.5	0.5
whichever		60.0	0.5
Seeker		60.5	0.5
catches		61.0	0.5
the		61.5	0.5
Snitch		62.0	0.5
wins		62.5	0.5
his		63.0	0.5
team		63.5	0.5
an		64.0	0.5
extra		64.5	0.5
hundred		65.0	0.5
and		65.5	0.5
fifty		66.0	0.5
points,		66.5	0.5
so		67.0	0.5
they		67.5	0.5
nearly		68.0	0.5
always		68.5	0.5
win.		69.0	0.5
That's		69.5	0.5
why		70.0	0.5
Seekers		70.5	0.5
get		71.0	0.5
fouled		71.5	0.5
so		72.0	0.5
much.		72.5	0.5
A		73.0	0.5
game		73.5	0.5
of		74.0	0.5
Quidditch		74.5	0.5
only		75.0	0.5
ends		75.5	0.5
when		76.0	0.5
the		76.5	0.5
Snitch		77.0	0.5
is		77.5	0.5
caught,		78.0	0.5
so		78.5	0.5
it		79.0	0.5
can		79.5	0.5
go		80.0	0.5
on		80.5	0.5
for		81.0	0.5
ages		81.5	0.5
—		82.0	0.5
I		82.5	0.5
think		83.0	0.5
the		83.5	0.5
record		84.0	0.5
is		84.5	0.5
three		85.0	0.5
months,		85.5	0.5
they		86.0	0.5
had		86.5	0.5
to		87.0	0.5
keep		87.5	0.5
bringing		88.0	0.5
on		88.5	0.5
substitutes		89.0	0.5
so		89.5	0.5
the		90.0	0.5
players		90.5	0.5
could		91.0	0.5
get		91.5	0.5
some		92.0	0.5
sleep.		92.5	0.5
+		93.0	0.5
"""Well,"		93.5	0.5
that's		94.0	0.5
it		94.5	0.5
—		95.0	0.5
any		95.5	0.5
"questions?"""		96.0	0.5
+		96.5	0.5
Harry		97.0	0.5
shook		97.5	0.5
his		98.0	0.5
head.		98.5	0.5
He		99.0	0.5
understood		99.5	0.5
what		100.0	0.5
he		100.5	0.5
had		101.0	0.5
to		101.5	0.5
do		102.0	0.5
all		102.5	0.5
right,		103.0	0.5
it		103.5	0.5
was		104.0	0.5
doing		104.5	0.5
it		105.0	0.5
that		105.5	0.5
was		106.0	0.5
going		106.5	0.5
to		107.0	0.5
be		107.5	0.5
the		108.0	0.5
problem.		108.5	0.5
+		109.0	0.5
"""We"		109.5	0.5
