word	format	onset	duration
Harry		10.0	0.5
had		10.5	0.5
never		11.0	0.5
believed		11.5	0.5
he		12.0	0.5
would		12.5	0.5
meet		13.0	0.5
a		13.5	0.5
boy		14.0	0.5
he		14.5	0.5
hated		15.0	0.5
more		15.5	0.5
than		16.0	0.5
Dudley,		16.5	0.5
but		17.0	0.5
that		17.5	0.5
was		18.0	0.5
before		18.5	0.5
he		19.0	0.5
met		19.5	0.5
Draco		20.0	0.5
Malfoy.		20.5	0.5
Still,		21.0	0.5
first-year		21.5	0.5
Gryffindors		22.0	0.5
only		22.5	0.5
had		23.0	0.5
Potions		23.5	0.5
with		24.0	0.5
the		24.5	0.5
Slytherins,		25.0	0.5
so		25.5	0.5
they		26.0	0.5
didn't		26.5	0.5
have		27.0	0.5
to		27.5	0.5
put		28.0	0.5
up		28.5	0.5
with		29.0	0.5
Malfoy		29.5	0.5
much.		30.0	0.5
Or		30.5	0.5
at		31.0	0.5
least,		31.5	0.5
they		32.0	0.5
didn't		32.5	0.5
until		33.0	0.5
they		33.5	0.5
spotted		34.0	0.5
a		34.5	0.5
notice		35.0	0.5
pinned		35.5	0.5
up		36.0	0.5
in		36.5	0.5
the		37.0	0.5
Gryffindor		37.5	0.5
common		38.0	0.5
room		38.5	0.5
that		39.0	0.5
made		39.5	0.5
them		40.0	0.5
all		40.5	0.5
groan.		41.0	0.5
Flying		41.5	0.5
lessons		42.0	0.5
would		42.5	0.5
be		43.0	0.5
starting		43.5	0.5
on		44.0	0.5
Thursday		44.5	0.5
--		45.0	0.5
and		45.5	0.5
Gryffindor		46.0	0.5
and		46.5	0.5
Slytherin		47.0	0.5
would		47.5	0.5
be		48.0	0.5
learning		48.5	0.5
together.		49.0	0.5
+		49.5	0.5
"""Typical,"""		50.0	0.5
said		50.5	0.5
Harry		51.0	0.5
darkly.		51.5	0.5
"""Just"		52.0	0.5
what		52.5	0.5
I		53.0	0.5
always		53.5	0.5
wanted.		54.0	0.5
To		54.5	0.5
make		55.0	0.5
a		55.5	0.5
fool		56.0	0.5
of		56.5	0.5
myself		57.0	0.5
on		57.5	0.5
a		58.0	0.5
broomstick		58.5	0.5
in		59.0	0.5
front		59.5	0.5
of		60.0	0.5
"Malfoy."""		60.5	0.5
+		61.0	0.5
He		61.5	0.5
had		62.0	0.5
been		62.5	0.5
looking		63.0	0.5
