word	format	onset	duration
+		0	10
Malfoy		10.0	0.5
couldn't		10.5	0.5
believe		11.0	0.5
his		11.5	0.5
eyes		12.0	0.5
when		12.5	0.5
he		13.0	0.5
saw		13.5	0.5
that		14.0	0.5
Harry		14.5	0.5
and		15.0	0.5
Ron		15.5	0.5
were		16.0	0.5
still		16.5	0.5
at		17.0	0.5
Hogwarts		17.5	0.5
the		18.0	0.5
next		18.5	0.5
day,		19.0	0.5
looking		19.5	0.5
tired		20.0	0.5
but		20.5	0.5
perfectly		21.0	0.5
cheerful.		21.5	0.5
Indeed,		22.0	0.5
by		22.5	0.5
the		23.0	0.5
next		23.5	0.5
morning		24.0	0.5
Harry		24.5	0.5
and		25.0	0.5
Ron		25.5	0.5
thought		26.0	0.5
that		26.5	0.5
meeting		27.0	0.5
the		27.5	0.5
three-headed		28.0	0.5
dog		28.5	0.5
had		29.0	0.5
been		29.5	0.5
an		30.0	0.5
excellent		30.5	0.5
adventure,		31.0	0.5
and		31.5	0.5
they		32.0	0.5
were		32.5	0.5
quite		33.0	0.5
keen		33.5	0.5
to		34.0	0.5
have		34.5	0.5
another		35.0	0.5
one.		35.5	0.5
In		36.0	0.5
the		36.5	0.5
meantime,		37.0	0.5
Harry		37.5	0.5
filled		38.0	0.5
Ron		38.5	0.5
in		39.0	0.5
about		39.5	0.5
the		40.0	0.5
package		40.5	0.5
that		41.0	0.5
seemed		41.5	0.5
to		42.0	0.5
have		42.5	0.5
been		43.0	0.5
moved		43.5	0.5
from		44.0	0.5
Gringotts		44.5	0.5
to		45.0	0.5
Hogwarts,		45.5	0.5
and		46.0	0.5
they		46.5	0.5
spent		47.0	0.5
a		47.5	0.5
lot		48.0	0.5
of		48.5	0.5
time		49.0	0.5
wondering		49.5	0.5
what		50.0	0.5
could		50.5	0.5
possibly		51.0	0.5
need		51.5	0.5
such		52.0	0.5
heavy		52.5	0.5
protection.		53.0	0.5
+		53.5	0.5
"""It's"		54.0	0.5
either		54.5	0.5
really		55.0	0.5
valuable		55.5	0.5
or		56.0	0.5
really		56.5	0.5
"dangerous,"""		57.0	0.5
said		57.5	0.5
Ron.		58.0	0.5
+		58.5	0.5
"""Or"		59.0	0.5
"both,"""		59.5	0.5
said		60.0	0.5
Harry.		60.5	0.5
+		61.0	0.5
But		61.5	0.5
as		62.0	0.5
all		62.5	0.5
they		63.0	0.5
knew		63.5	0.5
for		64.0	0.5
sure		64.5	0.5
about		65.0	0.5
the		65.5	0.5
mysterious		66.0	0.5
object		66.5	0.5
was		67.0	0.5
that		67.5	0.5
it		68.0	0.5
was		68.5	0.5
about		69.0	0.5
two		69.5	0.5
inches		70.0	0.5
long,		70.5	0.5
they		71.0	0.5
didn't		71.5	0.5
have		72.0	0.5
much		72.5	0.5
chance		73.0	0.5
of		73.5	0.5
guessing		74.0	0.5
what		74.5	0.5
it		75.0	0.5
was		75.5	0.5
without		76.0	0.5
further		76.5	0.5
clues.		77.0	0.5
+		77.5	0.5
Neither		78.0	0.5
Neville		78.5	0.5
nor		79.0	0.5
Hermione		79.5	0.5
showed		80.0	0.5
the		80.5	0.5
slightest		81.0	0.5
interest		81.5	0.5
in		82.0	0.5
what		82.5	0.5
lay		83.0	0.5
underneath		83.5	0.5
the		84.0	0.5
dog		84.5	0.5
and		85.0	0.5
the		85.5	0.5
trapdoor.		86.0	0.5
All		86.5	0.5
Neville		87.0	0.5
cared		87.5	0.5
about		88.0	0.5
was		88.5	0.5
never		89.0	0.5
going		89.5	0.5
near		90.0	0.5
the		90.5	0.5
dog		91.0	0.5
again.		91.5	0.5
+		92.0	0.5
Hermione		92.5	0.5
was		93.0	0.5
now		93.5	0.5
refusing		94.0	0.5
to		94.5	0.5
speak		95.0	0.5
to		95.5	0.5
Harry		96.0	0.5
and		96.5	0.5
Ron,		97.0	0.5
but		97.5	0.5
she		98.0	0.5
was		98.5	0.5
such		99.0	0.5
a		99.5	0.5
bossy		100.0	0.5
know-it-all		100.5	0.5
that		101.0	0.5
they		101.5	0.5
saw		102.0	0.5
this		102.5	0.5
as		103.0	0.5
an		103.5	0.5
added		104.0	0.5
bonus.		104.5	0.5
All		105.0	0.5
they		105.5	0.5
really		106.0	0.5
wanted		106.5	0.5
now		107.0	0.5
was		107.5	0.5
a		108.0	0.5
way		108.5	0.5
of		109.0	0.5
getting		109.5	0.5
back		110.0	0.5
at		110.5	0.5
Malfoy,		111.0	0.5
and		111.5	0.5
to		112.0	0.5
their		112.5	0.5
great		113.0	0.5
delight,		113.5	0.5
just		114.0	0.5
such		114.5	0.5
a		115.0	0.5
thing		115.5	0.5
arrived		116.0	0.5
in		116.5	0.5
the		117.0	0.5
mail		117.5	0.5
about		118.0	0.5
a		118.5	0.5
week		119.0	0.5
later.		119.5	0.5
+		120.0	0.5
As		120.5	0.5
the		121.0	0.5
owls		121.5	0.5
flooded		122.0	0.5
into		122.5	0.5
the		123.0	0.5
Great		123.5	0.5
Hall		124.0	0.5
as		124.5	0.5
usual,		125.0	0.5
everyone's		125.5	0.5
attention		126.0	0.5
was		126.5	0.5
caught		127.0	0.5
at		127.5	0.5
once		128.0	0.5
by		128.5	0.5
a		129.0	0.5
long,		129.5	0.5
thin		130.0	0.5
package		130.5	0.5
carried		131.0	0.5
by		131.5	0.5
six		132.0	0.5
large		132.5	0.5
screech		133.0	0.5
owls.		133.5	0.5
Harry		134.0	0.5
was		134.5	0.5
just		135.0	0.5
as		135.5	0.5
interested		136.0	0.5
as		136.5	0.5
everyone		137.0	0.5
else		137.5	0.5
to		138.0	0.5
see		138.5	0.5
what		139.0	0.5
was		139.5	0.5
in		140.0	0.5
this		140.5	0.5
large		141.0	0.5
parcel,		141.5	0.5
and		142.0	0.5
was		142.5	0.5
amazed		143.0	0.5
when		143.5	0.5
the		144.0	0.5
owls		144.5	0.5
soared		145.0	0.5
down		145.5	0.5
and		146.0	0.5
dropped		146.5	0.5
it		147.0	0.5
right		147.5	0.5
in		148.0	0.5
front		148.5	0.5
of		149.0	0.5
him,		149.5	0.5
