aardvark.n.01
crank.n.04
crate.n.01
crayfish.n.03
crayon.n.01
cream.n.03
cream_cheese.n.01
credit_card.n.01
creme_brulee.n.01
crepe.n.02
crib.n.01
croissant.n.01
cross.n.01
crossbow.n.01
crouton.n.01
crow.n.01
crowbar.n.01
crown.n.03
crucifix.n.01
cruise_ship.n.01
crumb.n.03
crutch.n.01
crystal_ball.n.01
crystal.n.01
crystal.n.03
cuckoo_clock.n.01
cucumber.n.02
cufflink.n.01
cummerbund.n.01
cup.n.01
cupcake.n.01
curb.n.01
curling_iron.n.01
curry.n.01
curtain.n.01
cushion.n.03
cutting_board.n.01
cymbal.n.01
dagger.n.01
daisy.n.01
dalmatian.n.01
dandelion.n.01
dart.n.01
dartboard.n.01
dashboard.n.02
deer.n.01
defibrillator.n.01
denture.n.01
deodorant.n.01
desk.n.01
dessert.n.01
detonator.n.01
dial.n.04
diamond.n.01
diaper.n.01
dice.n.01
dip.n.04
dirt_bike.n.01
dish.n.01
dishrag.n.01
dishwasher.n.01
dishwashing_liquid.n.01
diskette.n.01
diving_board.n.01
dog.n.01
dog_food.n.01
doghouse.n.01
doily.n.01
doll.n.01
dollhouse.n.02
dolly.n.02
dolphin.n.02
domino.n.03
donkey.n.02
donut.n.01
door.n.01
doorbell.n.01

doorknob.n.01
doorknocker.n.01
doormat.n.02
doorstop.n.01
dough.n.01
dragonfly.n.01
drain.n.03
drawer.n.01

dress.n.01
dresser.n.01
drill.n.01
drink.n.01
drum.n.01
drumstick.n.02
dryer.n.01
duck.n.01
duckling.n.02
duct.n.03
duct_tape.n.01
duffel.n.01
dumbbell.n.01
dumbwaiter.n.01
dumpling.n.01
Dumpster.n.01
duster.n.03
dustpan.n.02
dynamite.n.01
eagle.n.01
ear.n.01
earplug.n.02
earring.n.01
earwig.n.01
easel.n.01
Easter_egg.n.02
eclair.n.01
eel.n.02
egg.n.02
egg_roll.n.01
eggbeater.n.02
eggnog.n.01
eggplant.n.01
eggshell.n.01
elbow.n.01
electric_chair.n.01
elephant.n.01
emerald.n.01
enchilada.n.01
engine.n.01
envelope.n.01
eraser.n.01
espresso.n.01
exerciser.n.01
exhaust_pipe.n.01
extinguisher.n.01
eye.n.01
eyepatch.n.01
eye_dropper.n.01
eyeliner.n.01
eyepiece.n.01
face.n.01
face_mask.n.01
fan.n.01
fast_food.n.01
faucet.n.01
feather.n.01
fence.n.01

fern.n.01
ferret.n.02
Ferris_wheel.n.01
ferry.n.01
fig.n.03
figurine.n.01
file.n.04

filing_cabinet.n.01
film.n.03
filter.n.01
finger.n.01
fingerprint.n.01
fire.n.04

fire_hydrant.n.01

firecracker.n.01
fireplace.n.01
fire_truck.n.01
firewood.n.01
firework.n.01
first-aid_kit.n.01
fish.n.01
fishbowl.n.02
fishhook.n.01
fishing_pole.n.01

flag.n.01
flagpole.n.02
flamethrower.n.01
flamingo.n.01
flan.n.01
flashbulb.n.01
flashlight.n.01
flask.n.01

flip-flop.n.02
flipper.n.01
float.n.06
floss.n.02
flour.n.01
flower.n.01
flute.n.01
fly.n.01
flypaper.n.01
flyswat.n.01
foam.n.02
folder.n.02
fondu.n.02
food_processor.n.01
foot.n.01
football.n.02
football_helmet.n.01
footbath.n.01
footprint.n.01

fork.n.01
forklift.n.01
fossil.n.02
fountain_pen.n.01
fox.n.01
framing.n.02
freezer.n.01
french_fries.n.01
French_horn.n.01
Frisbee.n.01
frog.n.01
fruit.n.01
fruitcake.n.02
fudge.n.01
fungus.n.01
funnel.n.02
fur_coat.n.01
furnace.n.01
fuse.n.01
gallows.n.01
game.n.01
garbage.n.03
garbage_truck.n.01
gargoyle.n.02
garlic.n.02
garter.n.01
gasmask.n.01
gasket.n.01
gate.n.01
CPU.n.01
gauze.n.01
gavel.n.01
gazelle.n.01
gear.n.01
gearshift.n.01
gel.n.01
gem.n.02
generator.n.02
gift.n.01
ginger.n.03
gingerbread_man.n.01
giraffe.n.01
girl.n.02
glass.n.02
glasses.n.01
globe.n.03
glove.n.02
glue.n.01
go-kart.n.01
goalpost.n.01
goat.n.01
goblet.n.01
goggles.n.01
gold.n.03
goldfish.n.01
golf_cart.n.01
golf-club.n.01
gondola.n.02
gong.n.01
goose.n.01
gopher.n.03
gorilla.n.01
gourd.n.02
graffiti.n.01
grain.n.07
gramophone.n.01
granite.n.01
granola.n.01
grape.n.01
grapefruit.n.02
grape.n.02
grass.n.01
grasshopper.n.01
grate.n.03
grater.n.01
gravel.n.01
gravestone.n.01
gravy.n.01
green_bean.n.01
grenade.n.01
grill.n.02
grille.n.02
grinder.n.03
grits.n.01
groundhog.n.01
guacamole.n.01
guardrail.n.01
guillotine.n.02
guinea_pig.n.02
guitar.n.01
gum.n.01
gum_ball.n.01
gumdrop.n.01
gun.n.01
gurney.n.01
gutter.n.01
gyro.n.01
gyroscope.n.01
hail.n.01
hair.n.01
hairbrush.n.01
hair_dryer.n.01
hairnet.n.01
hairpin.n.01
hair_spray.n.01
ham.n.01
hamburger.n.01
hammer.n.02
hammock.n.02
hamster.n.01
hand.n.01
hand_brake.n.01
handcuff.n.01
handkerchief.n.01
handle.n.01
handlebar.n.01

hanger.n.02
hard_disk.n.01
harmonica.n.01
harness.n.01
harp.n.01
hash.n.01
hat.n.01
hatbox.n.01
hatchet.n.02
hawk.n.01
hay.n.01
headband.n.01
headdress.n.01

headlight.n.01
headphone.n.01
headrest.n.01
headscarf.n.01
headset.n.01
hearing_aid.n.01
hearse.n.01
heater.n.01
hedge.n.01
hedgehog.n.02
helicopter.n.01
helmet.n.02
highchair.n.01
highlighter.n.02
hinge.n.01
hip.n.01
hippopotamus.n.01

hockey_stick.n.01
hoe.n.01
hole.n.01
holster.n.01
home.n.04
honey.n.01
honeycomb.n.01
honeypot.n.01
hood.n.08

hook.n.01
hook.n.05
hookah.n.01
hopscotch.n.01
horn.n.09
horse.n.01
horseshoe.n.02
hose.n.03
hot_chocolate.n.01
hot_tub.n.01
hot-air_balloon.n.01
hot-water_bottle.n.01
hotdog.n.02
hotplate.n.01
hourglass.n.01
hovercraft.n.01
hubcap.n.01

hummingbird.n.01
hummus.n.01
Humvee.n.01
hydrant.n.02
hyena.n.01
ice.n.01
ice_cream.n.01
ice_cube.n.01
ice_pack.n.01
ice-cream_cone.n.01
ice_maker.n.01
icepick.n.01
ice_skate.n.01
icicle.n.01
iguana.n.01
incense.n.01
incubator.n.01
inhaler.n.01
ink.n.01
inkwell.n.01
insole.n.01
iron.n.04
ironing_board.n.01
ivy.n.01
jack.n.09
jacket.n.01
jackhammer.n.01
jalapeno.n.02
jam.n.01
jar.n.01
javelin.n.02
jean.n.01
jeep.n.01
jelly_bean.n.01
jellyfish.n.02

jet.n.01

jewel.n.01
jewelry.n.01
jigsaw_puzzle.n.01
joystick.n.02
jug.n.01
juice.n.01
juicer.n.02

jukebox.n.01
jump_rope.n.01
jumpsuit.n.01
kale.n.02
kaleidoscope.n.02
kangaroo.n.01
kayak.n.01
kazoo.n.01
kebab.n.01
keg.n.02
ketchup.n.01
kettle.n.01
key.n.01
keyboard.n.01
keyhole.n.01
kilt.n.01
kimono.n.01
kite.n.03
kitten.n.01
kiwi.n.02
knee.n.01
knee_pad.n.01
knife.n.01
knit.n.03
knitting_needle.n.01
knob.n.02
knot.n.02
koala.n.01
lab_coat.n.01
ladder.n.01
ladle.n.01
ladybug.n.01
lamb.n.01
lamb-chop.n.01
lamp.n.02
lamppost.n.01
lampshade.n.01
land_mine.n.01
lantern.n.01
lanyard.n.02
laptop.n.01
lasagna.n.01

latch.n.02
latte.n.01
laundry_basket.n.01
lava.n.01
lavender.n.01
lawn_mower.n.01
leaf.n.01
leash.n.01
lectern.n.01
leech.n.01
leek.n.01
leg.n.01
legging.n.01
Lego.n.01
lemon.n.01
lemonade.n.01
lens.n.01
leopard.n.02
leotard.n.01
letter_opener.n.01
lettuce.n.03
license_plate.n.01
licorice.n.02
lid.n.02
life_jacket.n.01
lifesaver.n.02

lightbulb.n.01
light.n.14
lightning_bug.n.01
lime.n.06
limo.n.01
lingerie.n.01
lion.n.01
lip_balm.n.01

lipstick.n.01
lizard.n.01
llama.n.01
lobster.n.02
lock.n.01
locker.n.01
locket.n.01
log.n.01
loincloth.n.01
lollipop.n.02
loom.n.01
loveseat.n.01
luggage.n.01
lumber.n.01

macadamia_nut.n.02
macaroni.n.02
machete.n.01
machine_gun.n.01
maggot.n.01
magnet.n.01
magnifier.n.01
magnifying_glass.n.01
mail.n.04
mailbox.n.01
makeup.n.01
mallet.n.03
man.n.01
manatee.n.01
mandolin.n.01
mango.n.02
manhole.n.01
mannequin.n.02
mantle.n.05
map.n.01
maple_syrup.n.01
marble.n.02
margarita.n.01
marijuana.n.01
marker.n.03
marmalade.n.01
marshmallow.n.01
mascara.n.01
mashed_potato.n.01
mask.n.01
mast.n.01
mat.n.01
match.n.01
matchbox.n.01
mattress.n.01
measuring_cup.n.01
meat.n.01
meat_grinder.n.01
meatball.n.01
meatloaf.n.01
medal.n.01
meerkat.n.01
megaphone.n.01
melon.n.01

metal_detector.n.01
metronome.n.01
microphone.n.01
microscope.n.01
microwave.n.02
milk.n.01
milkshake.n.01
minivan.n.01
mint.n.04
mirror.n.01
missile.n.01
mistletoe.n.02
mitten.n.01
mixer.n.04
moccasin.n.01
modem.n.01
mold.n.02
mold.n.05
mole.n.06
money.n.01
mongoose.n.01
monkey.n.01
moose.n.01
mop.n.01
mosquito.n.01
mosquito_net.n.01
moss.n.01
moth.n.01
mother_board.n.01
motorcycle.n.01
mouse.n.01
mouse.n.04
mousepad.n.01
mousetrap.n.01
mousse.n.01
mouth.n.02
mouthpiece.n.04
mud.n.01
muff.n.01
muffin.n.01
mug.n.04
mulberry.n.02
mulch.n.01

mushroom.n.03
music_box.n.01
mussel.n.02
mustache.n.01
mustard.n.02
nacho.n.01
nail.n.02

nailfile.n.01
nail_polish.n.01
napkin.n.01
napkin_ring.n.01
navel.n.01
neck.n.01
necklace.n.01
needle.n.03
nest.n.01
net.n.06
nightshirt.n.01

noisemaker.n.01
noodle.n.01
noose.n.02
nose.n.01
notebook.n.01
notepad.n.01
nut.n.01
nutcracker.n.01
oar.n.01
oatmeal.n.01
octopus.n.02
odometer.n.01
oil.n.04
oilcan.n.01
okra.n.01
olive.n.01
omelet.n.01
onion.n.01
orange.n.01
orange_rind.n.01
orang.n.01
orchid.n.01
organ.n.05
origami.n.01
ostrich.n.02
otter.n.02
ottoman.n.01
outfit.n.02
outlet.n.02
oven.n.01
overall.n.01
owl.n.01
oyster.n.01
pacifier.n.03
paddle.n.04
padlock.n.01
paint.n.01
paintbrush.n.01
painting.n.01
pajama.n.02
palette.n.02
pallet.n.02
palm.n.03
pan.n.01
pancake.n.01
panda.n.01
panther.n.02
pantie.n.01
pant.n.02
pants_suit.n.01
pantyhose.n.01
papaya.n.02
paper.n.01
paper_bag.n.01
paper_plate.n.01
paper_towel.n.01
paperclip.n.01
paperweight.n.01
parachute.n.01
parfait.n.01
parking_meter.n.01
parrot.n.01
parsley.n.02
pasta.n.02
pastry.n.02
patch.n.03
patty.n.01

pea.n.02
peach.n.03
peacock.n.02
peanut.n.01
peanut_butter.n.01
pear.n.01
pearl.n.01
pecan.n.03
pedal.n.02
pedometer.n.01
peeler.n.03
peg.n.01
pelican.n.01
pen.n.01
pencil.n.01
pencil_sharpener.n.01
pendulum.n.01
penguin.n.01

penlight.n.01
pennant.n.02
pepper_mill.n.01
pepper.n.03
pepper.n.04
peppermint.n.03
pepperoni.n.01
perfume.n.02
periscope.n.01
pesto.n.01
pet-food.n.01
petal.n.01
Petri_dish.n.01
pheasant.n.01
phone.n.01
phone_booth.n.01

photo.n.01
piano.n.01
pickax.n.01
pickle.n.01
pie.n.01
pie_crust.n.01
pig.n.01
pigeon.n.01
piggy_bank.n.01
piglet.n.01
pill.n.02
pillbox.n.02
pillow.n.01
pin.n.08
pinball.n.01
pincushion.n.01
needle.n.01
pine.n.01
pineapple.n.02
pinecone.n.01
ping-pong_table.n.01
pinwheel.n.03
pipe.n.01
pipe.n.02
pistachio.n.02
pita.n.01
pitcher.n.02
pitchfork.n.01
pizza.n.01
place_mat.n.01
plant.n.02
plaster_cast.n.01
plastic_film.n.01
plate.n.04
platypus.n.01
playing_card.n.01
playpen.n.01
pliers.n.01
plug.n.05
plum.n.02
plunger.n.03
pocket.n.01
pocket_watch.n.01
pocketknife.n.01
pogo_stick.n.01
poinsettia.n.01
poker.n.01
polar_bear.n.01
Polaroid.n.01
pole.n.01
police_car.n.01
polisher.n.01
polo_shirt.n.01
polygraph.n.01
pom-pom.n.01
pomegranate.n.02
pony.n.05
poodle.n.01
pool_table.n.01
popcorn.n.02
poppy.n.01
popsicle.n.01
porcupine.n.01
porthole.n.01
possum.n.01

pot.n.01
potato.n.01
potholder.n.01
pothole.n.01
potpie.n.01
potpourri.n.03
powder.n.01
power_line.n.01
praying_mantis.n.01
pretzel.n.01
printer.n.03
prism.n.02
projector.n.02
propeller.n.01
prune.n.01
puck.n.01
pudding.n.03
puddle.n.02
puffin.n.01
pug.n.01
pulley.n.01
pulpit.n.01
pump.n.01
pumpkin.n.02
punch.n.02
punch.n.03
punching_bag.n.02
puppet.n.03
puppy.n.01
purse.n.03

quesadilla.n.01
quiche.n.01
quill.n.01
quilt.n.01
rabbit.n.01
raccoon.n.02
racehorse.n.01
rack.n.01
rack.n.05
racket.n.04
radar.n.01
radiator.n.02
radio.n.02
radish.n.01
raft.n.01
rag.n.01
rail.n.01
rain_gauge.n.01
raincoat.n.01
raisin.n.01
rake.n.03
ram.n.02
ramp.n.01
raspberry.n.02
rat.n.01
ratch.n.01
rattle.n.02
rattlesnake.n.01
ravioli.n.01
razor.n.01
razorblade.n.01

rearview_mirror.n.01
recliner.n.01
record.n.02
record_player.n.01
recorder.n.04
red_carpet.n.01
reel.n.01
refrigerator.n.01
reindeer.n.01
remote.n.01
retainer.n.03
revolver.n.01
revolving_door.n.02
rhino.n.01
rhubarb.n.01
ribbon.n.04
rice.n.01
ricksha.n.01
rifle.n.01
rim.n.03
ring.n.08

street_sign.n.01

robe.n.01
robot.n.01
rock.n.01
rocket.n.02
rocking_chair.n.01
rocking_horse.n.01
roll.n.07
roller.n.04
roller_coaster.n.02
Rollerblade.n.01
roller_skate.n.01
rolling_pin.n.01
roof_rack.n.01
rooster.n.01
root.n.01
rope.n.01
rosary.n.01
rose.n.01
roulette_wheel.n.01
router.n.02
rubber_band.n.01
ruby.n.01
rudder.n.02
rug.n.01
rule.n.12
rust.n.01
saddle.n.01
safety_pin.n.01
saffron.n.02
sail.n.01
sailboat.n.01
salad.n.01
salami.n.01
saltshaker.n.01
sand.n.01
sandal.n.01
sandbag.n.01
sandbox.n.02

sandpaper.n.01
sandwich.n.01
sarcophagus.n.01
sardine.n.01
satellite.n.01
saucer.n.03
sauce.n.01
saucer.n.02
sauerkraut.n.01
sausage.n.01
saw.n.02
sawhorse.n.01
saxophone.n.01
scaffold.n.02
scaffolding.n.01
scale.n.07
scallion.n.02
scallop.n.02
scalpel.n.01
scanner.n.02
scarecrow.n.01
scarf.n.01
school_bus.n.01
scissors.n.01
scone.n.01
scoop.n.06
scooter.n.02
scoreboard.n.01
scorpion.n.01
Scrabble.n.01
scrambled_eggs.n.01
scraper.n.01
screen.n.01
screen.n.05
screw.n.04
screwdriver.n.01
scuba.n.01
sea_urchin.n.01
seafood.n.01
seagull.n.01
seahorse.n.02
seal.n.08
seaplane.n.01
seatbelt.n.01
seaweed.n.01
seed.n.01
seesaw.n.01
seismograph.n.01
sequin.n.01
sewage.n.01
sewing_kit.n.01
sewing_machine.n.01
shaker.n.02
shark.n.01
shaving_cream.n.01
shawl.n.01
shears.n.01
sheath.n.01
sheep.n.01
sheet.n.03
shelf.n.01
shell.n.01
shell.n.02
shell.n.04
shield.n.02
ship.n.01
shirt.n.01
shoe.n.01
shoe_polish.n.01
shoehorn.n.01
shoelace.n.01
shopping_basket.n.01
shopping_cart.n.01
shortbread.n.01
shorts.n.01
shoulder.n.01
shovel.n.01
shower.n.01
shower_cap.n.01
shower_curtain.n.01
showerhead.n.01
shredder.n.01
shrimp.n.02
shuffleboard.n.01
shutter.n.02
sickle.n.01
sidecar.n.02
sifter.n.01
silicone.n.01
silverware.n.01

sink.n.01
siren.n.03
skateboard.n.01
skeleton.n.03
skewer.n.01
ski.n.01
ski_boot.n.01
ski_lift.n.01
ski_pole.n.01
skin.n.01
skirt.n.02
skull.n.01
skunk.n.04
sled.n.01
sledgehammer.n.01
sleeping_bag.n.01
slicer.n.02
slide.n.04
slime.n.01
sling.n.05
slingshot.n.01
slipper.n.01
slot.n.02
slot_machine.n.01
sloth.n.02
slug.n.07
smoke_alarm.n.01
smoothie.n.02
snack.n.01
snail.n.01
snake.n.01
snorkel.n.01
snow.n.01
snowball.n.04
snowboard.n.01
snowman.n.01
snowmobile.n.01
snowplow.n.01
snowshoe.n.01
snowsuit.n.01
soap.n.01
soccer_ball.n.01
sock.n.01
soda.n.02
soda_fountain.n.02
sofa_bed.n.01
solar_panel.n.01
soldering_iron.n.01
sombrero.n.01
sonogram.n.01
sorbet.n.01
souffle.n.01
soup.n.01
soy.n.03
space_shuttle.n.01
spacesuit.n.01
spaghetti.n.02
Spam.n.01
spareribs.n.02
spark_plug.n.01
sparkler.n.02
spatula.n.01
speaker.n.02
spear.n.01
speedboat.n.01
speedometer.n.01
spider.n.01
spider_web.n.02
spinach.n.02
splinter.n.01
sponge.n.01
spool.n.01
spoon.n.01
spout.n.01

springboard.n.01
sprinkler.n.01

spur.n.04
squash.n.02
squeegee.n.01
squid.n.02
squirrel.n.01
squirt_gun.n.01
stained_glass.n.01
stair.n.01
stake.n.05
stalagmite.n.01
stamp.n.04
stamp.n.08
staple.n.05
staple_gun.n.01
stapler.n.01
star_fruit.n.01
starfish.n.01
station_wagon.n.01
statue.n.01
steak.n.01
steamroller.n.02
steering_wheel.n.01
stem.n.02
step_stool.n.01
stereo.n.01
stethoscope.n.01
stew.n.02
stick.n.01
sticker.n.02

stilt.n.02
stingray.n.01

stirrup.n.01
stocking.n.01
stomach.n.02
stool.n.01
stopwatch.n.01
stove.n.01
stove.n.02
straightjacket.n.01
strainer.n.01
strap.n.01
straw.n.01
straw.n.04
strawberry.n.01
streetlight.n.01
stretcher.n.03
string_cheese.n.01
stroller.n.02
stuffing.n.01
stump.n.01
sub.n.02
subway.n.01

suit.n.01
suitcase.n.01
sundae.n.01
sundial.n.01
sunflower.n.01
sunglasses.n.01
sunroof.n.01
surfboard.n.01
sushi.n.01
suspender.n.01
swab.n.01
swan.n.01
sweater.n.01
sweats.n.01
sweeper.n.02
sweet_potato.n.02
swimming_pool.n.01
swimsuit.n.01
swing.n.02

switch.n.01
swizzle_stick.n.01
sword.n.01
swordfish.n.02
syringe.n.01
syrup.n.01
T-shirt.n.01
tab.n.04
table.n.02
tablecloth.n.01

tack.n.02
tackle.n.03
taco.n.02
tadpole.n.01
taffy.n.01
tag.n.01
taillight.n.01
tamale.n.01
tambourine.n.01
tank.n.01
tank.n.02
tape.n.01
tape.n.04
tape_recorder.n.01
tapestry.n.03
tarantula.n.02
target.n.04
tarp.n.01
tattoo.n.02
taxi.n.01
tea.n.01
tea_bag.n.02
teacup.n.02
teapot.n.01
teddy.n.01
tee.n.03
teepee.n.01
telegraph.n.01
telephone_pole.n.01
telescope.n.01
television.n.01
tennis_ball.n.01
tent.n.01
terrarium.n.01
test_tube.n.01
thermometer.n.01
thermos.n.01
thermostat.n.01
thimble.n.02
thorn.n.02
thread.n.01
throne.n.01
thumb.n.01
thumbtack.n.01
tiara.n.01
tick.n.02
ticktacktoe.n.01
tie.n.01
tiger.n.02
tile.n.02
timer.n.01
tinsel.n.02
tiramisu.n.01

toast.n.01
toaster.n.02
toaster_oven.n.01
toe.n.01
toga.n.01
toilet.n.02
toilet_paper.n.01
tomato.n.01
tomato_sauce.n.01
tongs.n.01
tongue.n.01
tool.n.01
toolbox.n.01
tooth.n.01
toothbrush.n.01
toothpaste.n.01
toothpick.n.01
top_hat.n.01
torch.n.01
torpedo.n.06
torso.n.01
tortellini.n.01
tortilla.n.01
tostada.n.01
totem_pole.n.01
toucan.n.01

towel.n.01
towel_rack.n.01
toy.n.01
tractor.n.01
traffic_light.n.01
trailer.n.04
train.n.01

train_set.n.01
trampoline.n.01
trap.n.01
trap_door.n.01
trash_can.n.01
tray.n.01
treadmill.n.01
treasure.n.04
tree.n.01
tree_trunk.n.01
triangle.n.04
tricycle.n.01
trident.n.01
trigger.n.01
tripod.n.01
trolley.n.01
trombone.n.01
trophy.n.02
trough.n.06
trowel.n.01
truck.n.01
trumpet.n.01
trunk.n.02
tuba.n.01

tugboat.n.01
