Unnamed: 0,stim1,objmod1,locmod1,angmod1,ctgmod1,objlocmod1,ref1,stim2,objmod2,locmod2,angmod2,ctgmod2,objlocmod2,ref2,stim3,objmod3,locmod3,angmod3,ctgmod3,objlocmod3,ref3,stim4,objmod4,locmod4,angmod4,ctgmod4,objlocmod4,ref4,action1,action2
73,14,3,1,0,1,7,6,15,3,1,1,1,7,7,10,1,1,0,0,5,2,15,3,1,1,1,7,7,False,True
61,7,3,0,1,1,3,7,4,2,0,0,1,2,4,1,0,0,1,0,0,1,1,0,0,1,0,0,1,False,False
55,5,2,0,1,1,2,5,5,2,0,1,1,2,5,3,1,0,1,0,1,3,3,1,0,1,0,1,3,False,False
40,8,0,1,0,0,4,0,15,3,1,1,1,7,7,4,2,0,0,1,2,4,12,2,1,0,1,6,4,True,False
9,15,3,1,1,1,7,7,4,2,0,0,1,2,4,0,0,0,0,0,0,0,14,3,1,0,1,7,6,False,True
64,1,0,0,1,0,0,1,12,2,1,0,1,6,4,3,1,0,1,0,1,3,1,0,0,1,0,0,1,False,True
5,12,2,1,0,1,6,4,13,2,1,1,1,6,5,4,2,0,0,1,2,4,7,3,0,1,1,3,7,True,True
47,3,1,0,1,0,1,3,5,2,0,1,1,2,5,3,1,0,1,0,1,3,12,2,1,0,1,6,4,False,False
34,11,1,1,1,0,5,3,4,2,0,0,1,2,4,12,2,1,0,1,6,4,10,1,1,0,0,5,2,True,True
62,1,0,0,1,0,0,1,14,3,1,0,1,7,6,6,3,0,0,1,3,6,6,3,0,0,1,3,6,True,False
42,3,1,0,1,0,1,3,3,1,0,1,0,1,3,12,2,1,0,1,6,4,1,0,0,1,0,0,1,False,True
54,4,2,0,0,1,2,4,15,3,1,1,1,7,7,4,2,0,0,1,2,4,1,0,0,1,0,0,1,True,False
16,8,0,1,0,0,4,0,3,1,0,1,0,1,3,2,1,0,0,0,1,2,0,0,0,0,0,0,0,True,True
39,5,2,0,1,1,2,5,3,1,0,1,0,1,3,1,0,0,1,0,0,1,3,1,0,1,0,1,3,True,False
56,9,0,1,1,0,4,1,13,2,1,1,1,6,5,4,2,0,0,1,2,4,13,2,1,1,1,6,5,True,False
79,2,1,0,0,0,1,2,9,0,1,1,0,4,1,12,2,1,0,1,6,4,12,2,1,0,1,6,4,False,False
