Unnamed: 0,stim1,objmod1,locmod1,angmod1,ctgmod1,objlocmod1,ref1,stim2,objmod2,locmod2,angmod2,ctgmod2,objlocmod2,ref2,stim3,objmod3,locmod3,angmod3,ctgmod3,objlocmod3,ref3,stim4,objmod4,locmod4,angmod4,ctgmod4,objlocmod4,ref4,action1,action2
30,9,0,1,1,0,4,1,5,2,0,1,1,2,5,10,1,1,0,0,5,2,6,3,0,0,1,3,6,False,False
0,1,0,0,1,0,0,1,12,2,1,0,1,6,4,7,3,0,1,1,3,7,0,0,0,0,0,0,0,True,True
22,4,2,0,0,1,2,4,3,1,0,1,0,1,3,15,3,1,1,1,7,7,0,0,0,0,0,0,0,False,False
31,3,1,0,1,0,1,3,8,0,1,0,0,4,0,13,2,1,1,1,6,5,5,2,0,1,1,2,5,False,False
18,3,1,0,1,0,1,3,8,0,1,0,0,4,0,0,0,0,0,0,0,0,2,1,0,0,0,1,2,True,True
28,12,2,1,0,1,6,4,1,0,0,1,0,0,1,10,1,1,0,0,5,2,5,2,0,1,1,2,5,True,True
10,2,1,0,0,0,1,2,7,3,0,1,1,3,7,12,2,1,0,1,6,4,0,0,0,0,0,0,0,True,True
70,5,2,0,1,1,2,5,8,0,1,0,0,4,0,7,3,0,1,1,3,7,8,0,1,0,0,4,0,False,False
4,7,3,0,1,1,3,7,10,1,1,0,0,5,2,12,2,1,0,1,6,4,11,1,1,1,0,5,3,False,False
12,13,2,1,1,1,6,5,0,0,0,0,0,0,0,10,1,1,0,0,5,2,4,2,0,0,1,2,4,True,True
49,9,0,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,0,0,5,2,True,True
33,9,0,1,1,0,4,1,6,3,0,0,1,3,6,7,3,0,1,1,3,7,11,1,1,1,0,5,3,True,True
67,14,3,1,0,1,7,6,2,1,0,0,0,1,2,1,0,0,1,0,0,1,4,2,0,0,1,2,4,True,True
35,15,3,1,1,1,7,7,11,1,1,1,0,5,3,10,1,1,0,0,5,2,4,2,0,0,1,2,4,True,True
68,15,3,1,1,1,7,7,14,3,1,0,1,7,6,15,3,1,1,1,7,7,10,1,1,0,0,5,2,True,False
45,7,3,0,1,1,3,7,9,0,1,1,0,4,1,11,1,1,1,0,5,3,8,0,1,0,0,4,0,True,False
